images,x,y
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.51,9#0.45,8#0.04___2017年03月27日09时43分IM001152.JPG",272.98,297.52
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.59,12#0.25,11#0.11___2015年09月14日09时40分IM005104.JPG",259.12,321.89
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.64,4#0.24,24#0.07___2015年08月07日10时28分IM001660.JPG",277.59,237.52
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.65,1#0.11,9#0.11___2017年03月30日11时30分IM001489.JPG",268.27,312.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.79,11#0.19,9#0.01___2015年04月02日14时56分IM000334.JPG",255.78,295.62
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.81,4#0.07,9#0.05___2017年01月21日12时22分IM000823.JPG",267.09,305.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.85,21#0.07,11#0.03___2014年12月29日09时36分IM001542.JPG",260.23,339.03
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.89,8#0.04,9#0.03___2014年12月13日10时03分IM000280.JPG",262.46,317.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.95,21#0.04,11#0.01___2016年03月03日15时52分IM005360.JPG",263.79,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.96,8#0.01,9#0.01___2015年10月14日11时05分IM001250.JPG",271.81,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#0.97,9#0.02,1#0.0___2014年12月12日10时52分IM000228.JPG",295.62,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#1.0,1#0.0,2#0.0___2014年10月09日11时19分IM003764.JPG",262.46,305.86
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#1.0,1#0.0,2#0.0___2015年01月06日08时33分IM002092.JPG",263.79,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.12___0#1.0,1#0.0,2#0.0___2017年07月14日15时17分IM000581.JPG",293.99,257.85
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.14___0#0.93,7#0.02,9#0.02___2014年06月10日11时53分IM000479.JPG",274.03,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.15___0#0.58,7#0.15,11#0.12___hu_xiu yu_03091947_HXY19470903_514477.jpg",260.0,302.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.79,1#0.21___0#0.99,2#0.01___0#1.0,1#0.0,2#0.0___2017年01月03日11时49分IM002181.JPG",251.97,310.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.39,8#0.21,15#0.21___2016年03月05日09时35分IM005474.JPG",247.76,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.41,8#0.27,11#0.21___2015年11月25日12时13分IM002139.JPG",259.12,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.45,8#0.24,9#0.13___2013年05月09日12时09分IM002748.JPG",261.79,310.76
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.48,21#0.17,4#0.08___2017年08月21日16时50分IM003694.JPG",250.79,309.28
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.74,8#0.13,9#0.09___2016年02月16日15时07分IM003690.JPG",259.12,293.4
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.78,9#0.09,11#0.07___2016年05月20日16时19分IM002807.JPG",263.56,315.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.86,9#0.11,1#0.02___2014年12月09日11时51分IM004611.JPG",255.78,312.77
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.89,21#0.06,6#0.02___2017年07月25日10时27分IM001312.JPG",253.14,313.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.95,21#0.03,7#0.01___2017年05月22日12时08分IM001438.JPG",265.92,310.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.98,15#0.01,1#0.0___2013年09月17日15时11分IM001179.JPG",251.1,298.96
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.98,15#0.01,1#0.0___2013年09月17日15时11分IM001181.JPG",251.1,302.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.98,21#0.02,1#0.0___QHQ19670510_20161102_104735_Color_R_001.jpg",211.87,267.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.11___0#0.99,1#0.0,2#0.0___2013年05月16日16时31分IM003293.JPG",256.45,320.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.6,9#0.39,1#0.0___2016年02月14日10时15分IM003453.JPG",258.0,302.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.49,4#0.22,24#0.21___lin_jun shen_23021970_LJS19700223_519682.jpg",317.33,302.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.53,19#0.16,7#0.1___2015年09月17日09时19分IM005500.JPG",263.79,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.54,21#0.27,8#0.16___2017年02月27日11时15分IM003385.JPG",264.74,312.81
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.58,11#0.22,9#0.17___2015年12月10日11时59分IM003551.JPG",254.66,306.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.61,9#0.26,22#0.1___2016年11月22日14时56分IM002192.JPG",268.27,277.68
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.61,11#0.27,4#0.1___wang_bing ji_08111937_WBZ19371108_490447.jpg",324.0,270.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.72,9#0.18,1#0.03___2014年02月25日10时15分IM002241.JPG",246.65,316.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.73,4#0.16,9#0.05___2017年06月16日10时04分IM003809.JPG",257.85,308.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.92,21#0.04,7#0.01___2014年10月08日15时21分IM003641.JPG",222.61,284.27
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.95,9#0.03,11#0.01___2015年04月25日11时39分IM002032.JPG",261.34,319.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.97,11#0.02,1#0.0___2015年12月30日15时50分IM000146.JPG",262.46,318.55
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.98,9#0.01,11#0.01___2016年10月25日09时35分IM002414.JPG",265.92,316.18
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#0.98,9#0.01,11#0.01___2016年10月25日09时36分IM002416.JPG",268.27,316.18
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.12___0#1.0,1#0.0,2#0.0___2017年04月26日16时11分IM003749.JPG",255.5,313.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.13___0#0.64,8#0.17,21#0.09___2016年11月05日10时40分IM000543.JPG",265.92,313.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.13___0#0.91,7#0.04,11#0.02___2014年06月10日11时53分IM000478.JPG",267.13,300.3
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.81,1#0.13___0#0.97,9#0.01,11#0.01___2014年06月25日17时29分IM002518.JPG",267.13,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.51,4#0.36,1#0.05___2015年11月23日11时29分IM001837.JPG",259.12,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.58,5#0.36,7#0.02___2015年04月22日09时55分IM001731.JPG",268.24,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.62,21#0.23,11#0.07___2016年04月21日10时22分IM003322.JPG",251.97,311.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.63,4#0.14,8#0.13___2017年02月20日11时26分IM002801.JPG",246.08,306.93
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.67,9#0.27,8#0.03___2015年08月03日11时30分IM000898.JPG",267.13,313.88
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.75,9#0.22,1#0.01___2014年07月10日16时11分IM004439.JPG",248.88,266.02
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.83,9#0.1,8#0.02___2016年02月16日15时07分IM003689.JPG",276.26,286.5
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.86,1#0.05,6#0.05___2015年11月13日10时57分IM000965.JPG",254.66,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.86,4#0.11,8#0.01___2016年12月01日09时41分IM002484.JPG",261.21,305.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.99,1#0.0,2#0.0___2016年06月21日11时44分IM002398.JPG",272.98,310.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.11___0#0.99,1#0.0,2#0.0___2016年08月06日09时46分IM000879.JPG",257.68,306.93
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.46,21#0.18,8#0.15___2016年09月07日12时11分IM000794.JPG",223.89,276.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.51,9#0.23,11#0.11___2015年01月10日10时34分IM002672.JPG",254.66,324.12
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.54,8#0.26,6#0.11___2014年09月04日11时28分IM000813.JPG",262.46,308.31
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.62,9#0.27,8#0.1___2014年09月18日10时26分IM002074.JPG",263.79,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.66,21#0.26,7#0.06___2016年12月12日09时22分IM000624.JPG",262.39,299.87
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.84,7#0.1,5#0.02___2014年09月16日10时24分IM001783.JPG",261.34,321.89
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.84,9#0.05,7#0.03___zhuang_chang e_03121933_ZCE19331203_518972.jpg",220.0,265.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.85,7#0.04,21#0.04___2014年09月29日12时02分IM003125.JPG",264.9,304.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.85,8#0.09,9#0.02___2016年11月07日16时37分IM000727.JPG",264.74,325.59
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.94,4#0.03,8#0.01___chen_kun mu_12051952_CKM19520512_518377.jpg",322.67,297.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.94,8#0.03,5#0.01___2015年09月22日09时08分IM005906.JPG",262.46,303.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.99,1#0.0,2#0.0___2013年05月16日16时31分IM003292.JPG",249.99,313.88
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#0.99,11#0.01,1#0.0___2014年10月08日15时21分IM003642.JPG",266.02,284.27
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.12___0#1.0,1#0.0,2#0.0___2017年02月24日11时20分IM003248.JPG",256.5,311.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.82,1#0.18___0#0.99,2#0.01___0#0.47,4#0.43,11#0.04___chen_bing nan_17081933_CBN19330817_514601.jpg",190.67,318.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.34,7#0.28,8#0.16___cai_zhon chang_22101949_czc19491022_555113.jpg",176.0,317.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.36,6#0.32,5#0.16___2016年06月06日11时21分IM001063.JPG",262.39,317.35
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.36,9#0.26,4#0.21___lin_yu chai_17061959_LYC19590617_506842.jpg",325.33,328.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.43,23#0.35,7#0.09___2015年12月07日10时23分IM003147.JPG",246.65,314.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.48,4#0.34,21#0.1___2016年03月30日09时12分IM001306.JPG",264.74,306.93
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.59,9#0.3,11#0.05___2016年07月11日15时05分IM000963.JPG",218.18,275.5
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.61,9#0.17,4#0.11___2013年05月21日11时55分IM003547.JPG",262.46,323.01
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.61,21#0.17,8#0.13___2015年02月09日16时33分IM001679.JPG",259.12,317.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.61,21#0.29,7#0.07___2016年04月13日10时54分IM002597.JPG",260.03,318.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.66,19#0.21,12#0.07___2014年12月24日11时55分IM001299.JPG",258.0,317.44
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.69,11#0.21,8#0.05___2016年11月17日10时51分IM001677.JPG",255.5,315.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.78,9#0.12,1#0.03___2016年11月10日10时52分IM001046.JPG",263.56,315.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.78,9#0.18,7#0.01___2015年01月28日16时32分IM000733.JPG",266.02,307.2
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.86,11#0.08,19#0.02___2014年07月10日16时11分IM004440.JPG",110.64,262.46
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.88,4#0.07,3#0.01___2015年03月19日12时08分IM004253.JPG",256.89,318.55
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.96,11#0.02,1#0.01___2016年07月11日15时05分IM000964.JPG",277.52,315.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.11___0#0.99,1#0.0,2#0.0___2017年04月26日10时45分IM003703.JPG",268.27,308.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.6,9#0.19,7#0.06___2016年06月13日10时34分IM001565.JPG",267.09,322.06
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.26,1#0.24,4#0.13___2013年09月21日10时37分IM001314.JPG",252.22,306.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.35,7#0.21,9#0.16___2015年11月11日10时22分IM000756.JPG",251.1,310.54
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.52,4#0.38,24#0.08___lin_jun shen_23021970_LJS19700223_519683.jpg",306.67,300.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.77,3#0.09,9#0.07___2017年08月04日08时51分IM002154.JPG",263.56,318.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.82,8#0.12,11#0.05___yang_zhao xu_27041954__494781.jpg",348.0,386.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.83,1#0.12___0#0.98,1#0.01,8#0.01___2015年03月25日12时31分IM004830.JPG",267.13,311.65
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.84,1#0.11___0#0.52,9#0.16,4#0.13___2013年11月29日10时03分IM005118.JPG",229.51,302.53
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.84,1#0.11___0#0.54,12#0.28,8#0.09___2014年12月30日10时52分IM001702.JPG",155.16,358.4
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.84,1#0.11___0#0.95,24#0.03,3#0.01___2015年01月23日11时50分IM000291.JPG",258.0,320.78
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.84,1#0.11___0#0.96,3#0.02,24#0.01___2017年08月22日16时20分IM003802.JPG",262.39,313.99
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.84,1#0.12___0#0.73,24#0.11,9#0.08___lin_yu chai_17061959_LYC19590617_506843.jpg",333.33,332.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.84,1#0.12___0#1.0,1#0.0,2#0.0___2017年07月20日10时22分IM000946.JPG",265.92,309.12
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.1___0#0.55,9#0.33,8#0.1___ji_jing yin_08061935_JJY19350608_500380.jpg",225.33,274.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.1___0#0.56,6#0.25,19#0.05___2016年11月24日11时39分IM002390.JPG",274.15,341.89
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.5,3#0.31,1#0.08___long_zu mao_01121967_LZM19671201_500748.jpg",238.67,280.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.32,9#0.32,1#0.21___chen_xi yu_10101949__503586.jpg",213.33,276.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.57,3#0.27,1#0.05___long_zu mao_01121967_LZM19671201_500749.jpg",238.67,276.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.58,24#0.16,12#0.15___chen_san di_08121958_CSD19581208_511728.jpg",301.33,302.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.63,1#0.21,24#0.08___2016年04月16日09时33分IM002858.JPG",256.67,323.24
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.66,19#0.3,3#0.03___long_zu mao_01121967_LZM19671201_500755.jpg",324.0,309.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.74,19#0.24,3#0.01___long_zu mao_01121967_LZM19671201_500754.jpg",305.33,292.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.78,1#0.06,3#0.06___2016年12月05日11时44分IM000155.JPG",269.45,299.87
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.97,24#0.02,4#0.01___lin_jun shen_23021970_LJS19700223_519680.jpg",184.0,285.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.98,3#0.01,19#0.01___2013年05月27日10时37分IM003861.JPG",206.58,318.55
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.85,1#0.11___0#0.99,1#0.0,2#0.0___lin_jun shen_23021970_LJS19700223_519681.jpg",190.67,285.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.86,1#0.1___0#0.62,9#0.3,19#0.06___pan_yan juan_01081962_PYJ19620801_557869.jpg",172.0,290.67
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.86,1#0.14___0#0.64,1#0.34___0#0.53,8#0.19,9#0.14___2016年09月20日09时25分IM001637.JPG",277.68,312.81
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.86,1#0.14___0#0.99,2#0.01___0#0.67,9#0.27,8#0.03___2015年08月03日11时30分IM000898.JPG",270.47,316.1
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.87,1#0.13___0#0.69,1#0.19___0#0.91,11#0.08,1#0.0___2016年07月11日11时45分IM000939.JPG",255.5,325.59
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.87,1#0.13___0#0.96,1#0.03___0#1.0,1#0.0,2#0.0___2014年09月19日14时51分IM002215.JPG",253.33,286.5
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.89,1#0.11___0#0.68,2#0.32___0#0.81,11#0.09,9#0.08___2013年10月25日09时49分IM002956.JPG",246.65,320.78
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.89,1#0.11___0#0.91,2#0.09___0#0.59,9#0.3,11#0.05___2016年07月11日15时05分IM000963.JPG",215.83,277.68
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.91,1#0.09___0#0.98,1#0.01___0#0.58,9#0.27,11#0.14___2016年04月06日09时55分IM001929.JPG",265.92,305.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.91,1#0.09___0#0.99,2#0.01___0#0.64,9#0.16,24#0.16___2017年06月13日11时25分IM003375.JPG",257.68,262.56
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.91,1#0.09___0#1.0,1#0.0___0#0.32,9#0.32,1#0.21___chen_xi yu_10101949__503586.jpg",210.67,272.0
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.92,1#0.08___0#0.99,2#0.01___0#0.8,11#0.17,5#0.01___2017年06月12日09时36分IM003151.JPG",256.5,298.69
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.93,1#0.07___0#0.93,1#0.06___0#1.0,1#0.0,2#0.0___2013年03月21日08时55分IM003962.JPG",296.74,320.78
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.94,1#0.06___0#0.99,1#0.0___0#0.99,1#0.0,2#0.0___2016年05月09日11时12分IM001454.JPG",251.97,312.81
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.95,1#0.05___0#0.76,2#0.23___0#0.92,11#0.04,1#0.01___2014年09月18日11时31分IM002095.JPG",277.37,305.86
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.95,1#0.05___0#0.95,1#0.04___0#0.44,8#0.28,11#0.24___2017年06月02日10时53分IM002216.JPG",263.56,324.41
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.95,1#0.05___0#1.0,1#0.0___0#1.0,1#0.0,2#0.0___2014年09月19日14时51分IM002214.JPG",258.0,303.64
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.96,1#0.04___0#0.99,2#0.01___0#0.98,1#0.01,8#0.01___2015年03月25日12时31分IM004830.JPG",264.9,316.33
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.97,1#0.03___0#0.98,2#0.02___0#0.99,1#0.0,2#0.0___2016年08月06日09时46分IM000879.JPG",260.03,304.58
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/0#0.98,1#0.02___0#0.99,2#0.01___0#0.99,1#0.0,2#0.0___2017年04月26日10时45分IM003703.JPG",269.45,308.11
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.48,0#0.44___0#1.0,1#0.0,2#0.0___HJH19481020_20161128_114957_Color_R_001.jpg",230.4,271.36
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.48,4#0.45,2#0.06___2016年05月20日11时06分IM002762.JPG",239.02,292.98
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.48,7#0.19,4#0.17___2014年07月18日09时50分IM000075.JPG",253.33,304.75
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.49,0#0.35___0#0.75,8#0.22,9#0.01___2014年04月23日09时59分IM000968.JPG",235.07,349.27
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/1#0.51,0#0.39___0#0.63,8#0.18,9#0.07___2015年05月05日09时02分IM002500.JPG",302.53,305.86
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/3#0.43,0#0.42___0#0.48,11#0.34,9#0.11___2016年05月03日09时29分IM000848.JPG",262.39,320.88
"/media/ubuntu/data2/Fover_center/DR2_DR3_500/preprocess512/3#0.45,0#0.35___0#0.79,11#0.19,4#0.01___2016年12月08日09时01分IM000422.JPG",254.32,304.58
